Timestamp,Temp_degC,Temp_degF,RH_percent,Moisture_1,Moisture_2,Moisture_3,WateringEventPump1,WateringEventPump2,WateringEventPump3
2021-12-08 15:33:43,23.9,75.0,32.33,660,715,672,0,0,0
2021-12-08 15:33:54,23.8,74.9,32.26,661,4004,692,0,0,0
2021-12-08 15:34:04,23.8,74.9,32.49,664,736,676,0,0,0
2021-12-08 15:34:14,23.8,74.8,32.59,661,703,688,0,0,0
2021-12-08 15:34:25,23.7,74.7,32.73,660,732,670,0,0,0
2021-12-08 15:34:35,23.7,74.6,32.76,658,694,672,0,0,0
2021-12-08 15:34:46,23.6,74.5,32.75,663,721,664,0,0,0
2021-12-08 15:34:56,23.6,74.5,32.81,660,710,674,0,0,0
2021-12-08 15:35:07,23.6,74.4,32.98,661,739,678,0,0,0
2021-12-08 15:35:17,23.5,74.4,33.12,661,716,679,0,0,0
2021-12-08 15:35:28,23.5,74.2,33.24,661,692,667,0,0,0
2021-12-08 15:35:38,23.5,74.3,32.96,659,713,680,0,0,0
2021-12-08 15:35:48,23.5,74.2,33.10,661,732,3948,0,0,0
2021-12-08 15:35:59,23.4,74.1,33.09,661,728,678,0,0,0
2021-12-08 15:36:09,23.4,74.1,33.35,661,706,658,0,0,0
2021-12-08 15:36:20,23.4,74.0,33.54,662,724,684,0,0,0
2021-12-08 15:36:30,23.3,74.0,33.34,660,726,659,0,0,0
2021-12-08 15:36:41,23.4,74.1,33.27,662,731,669,0,0,0
2021-12-08 15:36:51,23.3,74.0,33.36,660,714,690,0,0,0
2021-12-08 15:37:02,23.3,74.0,33.52,660,719,685,0,0,0
2021-12-08 15:37:12,23.2,73.8,33.49,662,750,666,0,0,0
2021-12-08 15:37:22,23.2,73.7,33.55,662,710,3965,0,0,0
2021-12-08 15:37:33,23.2,73.7,33.59,663,705,673,0,0,0
2021-12-08 15:37:43,23.1,73.6,33.58,663,743,686,0,0,0
2021-12-08 15:37:54,23.1,73.6,33.74,659,3997,688,0,0,0
2021-12-08 15:38:04,23.1,73.6,33.64,3925,714,671,0,0,0
2021-12-08 15:38:15,23.1,73.5,33.69,662,733,673,0,0,0
2021-12-08 15:38:25,23.1,73.6,33.60,661,720,698,0,0,0
2021-12-08 15:38:36,23.1,73.6,33.83,659,745,680,0,0,0
2021-12-08 15:38:46,23.1,73.5,33.97,662,733,660,0,0,0
2021-12-08 15:38:56,23.0,73.4,33.89,660,737,683,0,0,0
2021-12-08 15:39:07,23.0,73.4,34.03,662,719,675,0,0,0
2021-12-08 15:39:17,23.0,73.3,33.95,661,717,693,0,0,0
2021-12-08 15:39:28,22.9,73.3,34.03,661,723,662,0,0,0
2021-12-08 15:39:38,22.9,73.2,33.97,663,736,671,0,0,0
2021-12-08 15:39:49,22.9,73.2,34.21,662,711,666,0,0,0
2021-12-08 15:39:59,22.9,73.3,34.27,3937,718,674,0,0,0
2021-12-08 15:40:10,22.9,73.2,34.13,659,699,684,0,0,0
2021-12-08 15:40:20,22.9,73.2,34.12,661,723,660,0,0,0
2021-12-08 15:40:30,22.9,73.2,34.19,662,707,3965,0,0,0
2021-12-08 15:40:41,22.9,73.2,34.26,661,730,665,0,0,0
2021-12-08 15:40:51,22.9,73.2,34.16,663,729,681,0,0,0
2021-12-08 15:41:02,22.8,73.1,34.09,661,745,679,0,0,0
2021-12-08 15:41:12,22.8,73.1,34.42,661,710,665,0,0,0
2021-12-08 15:41:23,22.8,73.1,34.40,661,760,692,0,0,0
2021-12-08 15:41:33,22.8,73.0,34.41,3940,698,3939,0,0,0
2021-12-08 15:41:44,22.7,72.9,34.31,658,725,694,0,0,0
2021-12-08 15:41:54,22.6,72.8,34.56,661,712,658,0,0,0
2021-12-08 15:42:04,22.7,72.8,34.63,664,731,680,0,0,0
2021-12-08 15:42:15,22.7,72.8,34.55,661,712,669,0,0,0
2021-12-08 15:42:25,22.7,72.8,34.37,659,734,681,0,0,0
2021-12-08 15:42:36,22.6,72.8,34.70,660,720,664,0,0,0
2021-12-08 15:42:46,22.6,72.7,34.71,661,721,673,0,0,0
2021-12-08 15:42:57,22.6,72.7,34.75,665,732,674,0,0,0
2021-12-08 15:43:07,22.6,72.7,34.73,661,715,683,0,0,0
2021-12-08 15:43:17,22.6,72.7,34.49,661,724,662,0,0,0
2021-12-08 15:43:28,22.6,72.7,34.50,662,725,685,0,0,0
2021-12-08 15:43:38,22.6,72.7,34.65,662,715,680,0,0,0
2021-12-08 15:43:49,22.6,72.7,34.56,661,720,693,0,0,0
2021-12-08 15:43:59,22.6,72.7,34.52,660,731,655,0,0,0
2021-12-08 15:44:10,22.6,72.7,34.75,660,730,681,0,0,0
2021-12-08 15:44:20,22.6,72.7,34.68,661,712,689,0,0,0
2021-12-08 15:44:31,22.6,72.6,34.61,662,723,686,0,0,0
2021-12-08 15:44:41,22.6,72.6,34.68,658,716,687,0,0,0
2021-12-08 15:44:51,22.6,72.6,34.66,665,713,697,0,0,0
2021-12-08 15:45:02,22.6,72.6,34.78,660,712,661,0,0,0
2021-12-08 15:45:12,22.5,72.5,34.78,648,720,664,0,0,0
2021-12-08 15:45:23,22.5,72.5,34.80,661,705,656,0,0,0
2021-12-08 15:45:33,22.5,72.5,34.65,661,700,676,0,0,0
2021-12-08 15:45:44,22.5,72.5,34.69,663,741,681,0,0,0
2021-12-08 15:45:54,22.5,72.5,35.04,3938,708,683,0,0,0
2021-12-08 15:46:05,22.4,72.4,35.19,661,719,684,0,0,0
2021-12-08 15:46:15,22.5,72.5,35.05,660,717,698,0,0,0
2021-12-08 15:46:25,22.5,72.5,34.96,662,714,678,0,0,0
2021-12-08 15:46:36,22.4,72.4,34.83,661,717,665,0,0,0
2021-12-08 15:46:46,22.5,72.4,34.89,660,718,677,0,0,0
2021-12-08 15:46:57,22.5,72.4,34.85,663,720,702,0,0,0
2021-12-08 15:47:07,22.4,72.4,34.85,662,742,685,0,0,0
2021-12-08 15:47:18,22.4,72.4,35.10,659,712,660,0,0,0
2021-12-08 15:47:28,22.4,72.4,34.92,661,4001,698,0,0,0
2021-12-08 15:47:39,22.4,72.3,34.82,662,710,674,0,0,0
2021-12-08 15:47:49,22.4,72.3,34.84,664,713,679,0,0,0
2021-12-08 15:47:59,22.4,72.3,34.88,659,741,699,0,0,0
2021-12-08 15:48:10,22.4,72.3,34.96,660,714,663,0,0,0
2021-12-08 15:48:20,22.4,72.3,35.09,659,727,658,0,0,0
2021-12-08 15:48:31,22.4,72.3,35.19,660,727,659,0,0,0
2021-12-08 15:48:41,22.4,72.3,35.00,662,708,685,0,0,0
2021-12-08 15:48:52,22.4,72.3,35.08,662,711,676,0,0,0
2021-12-08 15:49:02,22.4,72.3,35.02,660,728,647,0,0,0
2021-12-08 15:49:13,22.4,72.3,35.13,647,717,680,0,0,0
2021-12-08 15:49:23,22.4,72.3,35.11,662,737,675,0,0,0
2021-12-08 15:49:33,22.3,72.2,35.10,3941,737,689,0,0,0
2021-12-08 15:49:44,22.3,72.2,34.99,662,700,666,0,0,0
2021-12-08 15:49:54,22.3,72.2,35.14,3937,741,674,0,0,0
2021-12-08 15:50:05,22.3,72.2,35.16,660,716,659,0,0,0
2021-12-08 15:50:15,22.3,72.2,35.04,3937,697,672,0,0,0
2021-12-08 15:50:26,22.3,72.2,35.13,661,731,672,0,0,0
2021-12-08 15:50:36,22.3,72.2,35.21,661,713,672,0,0,0
2021-12-08 15:50:47,22.3,72.2,35.28,661,727,672,0,0,0
2021-12-08 15:50:57,22.3,72.1,35.19,661,697,673,0,0,0
2021-12-08 15:51:07,22.3,72.1,35.35,661,721,681,0,0,0
2021-12-08 15:51:18,22.3,72.1,35.33,661,711,684,0,0,0
2021-12-08 15:51:28,22.3,72.1,35.24,659,4021,690,0,0,0
2021-12-08 15:51:39,22.3,72.1,35.18,659,737,3950,0,0,0
2021-12-08 15:51:49,22.4,72.2,35.04,662,718,697,0,0,0
2021-12-08 15:52:00,22.4,72.3,34.98,649,717,658,0,0,0
2021-12-08 15:52:10,22.4,72.3,35.13,657,685,3951,0,0,0
2021-12-08 15:52:20,22.4,72.3,35.22,661,704,681,0,0,0
2021-12-08 15:52:31,22.4,72.3,35.26,661,3968,681,0,0,0
2021-12-08 15:52:41,22.4,72.3,35.40,659,3983,685,0,0,0
2021-12-08 15:52:52,22.4,72.4,35.36,661,714,682,0,0,0
2021-12-08 15:53:02,22.4,72.4,35.13,660,703,656,0,0,0
2021-12-08 15:53:13,22.5,72.4,35.16,660,703,682,0,0,0
2021-12-08 15:53:23,22.5,72.5,35.19,662,713,677,0,0,0
2021-12-08 15:53:34,22.6,72.6,35.20,660,728,674,0,0,0
2021-12-08 15:53:44,22.6,72.8,34.62,659,749,692,0,0,0
2021-12-08 15:53:54,22.7,72.8,34.46,657,713,690,0,0,0
2021-12-08 15:54:05,22.7,72.9,34.75,663,735,673,0,0,0
2021-12-08 15:54:15,22.8,73.1,34.39,649,728,686,0,0,0
2021-12-08 15:54:26,22.8,73.1,34.51,664,746,655,0,0,0
2021-12-08 15:54:36,22.9,73.2,34.09,661,706,668,0,0,0
2021-12-08 15:54:47,22.9,73.3,34.09,661,712,639,0,0,0
2021-12-08 15:54:57,23.0,73.4,34.05,662,738,3959,0,0,0
2021-12-08 15:55:08,23.0,73.5,34.12,661,725,675,0,0,0
2021-12-08 15:55:18,23.1,73.5,34.11,659,710,699,0,0,0
2021-12-08 15:55:28,23.1,73.6,34.11,662,3988,671,0,0,0
2021-12-08 15:55:39,23.1,73.6,33.83,660,726,681,0,0,0
2021-12-08 15:55:49,23.2,73.7,33.99,657,722,670,0,0,0
2021-12-08 15:56:00,23.2,73.8,33.83,3938,740,689,0,0,0
2021-12-08 15:56:10,23.3,73.9,33.80,660,737,690,0,0,0
2021-12-08 15:56:21,23.4,74.0,33.72,660,705,664,0,0,0
2021-12-08 15:56:31,23.4,74.0,33.68,658,721,661,0,0,0
2021-12-08 15:56:42,23.4,74.1,33.59,660,701,680,0,0,0
2021-12-08 15:56:52,23.4,74.1,33.50,659,711,670,0,0,0
2021-12-08 15:57:02,23.4,74.1,33.31,657,710,673,0,0,0
2021-12-08 15:57:13,23.5,74.3,33.05,646,722,650,0,0,0
2021-12-08 15:57:23,23.5,74.3,33.23,648,3995,669,0,0,0
2021-12-08 15:57:34,23.5,74.3,33.18,660,691,682,0,0,0
2021-12-08 15:57:44,23.6,74.5,33.23,665,710,681,0,0,0
2021-12-08 15:57:55,23.6,74.5,33.27,658,3993,664,0,0,0
2021-12-08 15:58:05,23.7,74.6,32.91,655,707,662,0,0,0
2021-12-08 15:58:16,23.7,74.6,33.08,661,712,678,0,0,0
2021-12-08 15:58:26,23.7,74.7,32.95,658,728,677,0,0,0
2021-12-08 15:58:36,23.7,74.7,32.92,660,704,649,0,0,0
2021-12-08 15:58:47,23.8,74.9,32.72,660,696,689,0,0,0
2021-12-08 15:58:57,23.8,74.9,32.86,664,729,3953,0,0,0
2021-12-08 15:59:08,23.9,75.0,32.71,661,723,688,0,0,0
2021-12-08 15:59:18,24.0,75.1,32.67,659,720,684,0,0,0
2021-12-08 15:59:29,24.1,75.4,32.41,661,703,673,0,0,0
2021-12-08 15:59:39,24.1,75.5,32.31,3938,730,655,0,0,0
2021-12-08 15:59:49,24.2,75.6,32.23,662,715,673,0,0,0
2021-12-08 16:00:00,24.3,75.7,32.29,661,753,657,0,0,0
2021-12-08 16:00:10,24.3,75.7,32.16,664,706,692,0,0,0
2021-12-08 16:00:21,24.3,75.7,32.18,658,723,676,0,0,0
2021-12-08 16:00:31,24.3,75.7,31.95,661,731,3962,0,0,0
2021-12-08 16:00:42,24.3,75.7,32.06,660,725,3969,0,0,0
2021-12-08 16:00:52,24.3,75.7,31.74,661,723,668,0,0,0
2021-12-08 16:01:03,24.2,75.6,31.80,662,720,687,0,0,0
2021-12-08 16:01:13,24.1,75.5,32.19,662,726,669,0,0,0
2021-12-08 16:01:23,24.2,75.5,32.05,659,727,655,0,0,0
2021-12-08 16:01:34,24.1,75.4,31.92,659,725,689,0,0,0
2021-12-08 16:01:44,24.1,75.3,32.17,660,720,656,0,0,0
2021-12-08 16:01:55,24.0,75.3,32.28,662,737,675,0,0,0
2021-12-08 16:02:05,24.0,75.1,32.32,664,716,682,0,0,0
2021-12-08 16:02:16,23.9,75.0,32.39,662,709,667,0,0,0
2021-12-08 16:02:26,23.9,75.0,32.49,652,710,650,0,0,0
2021-12-08 16:02:37,23.9,74.9,32.60,659,736,688,0,0,0
2021-12-08 16:02:47,23.8,74.9,32.50,657,727,676,0,0,0
2021-12-08 16:02:57,23.8,74.9,32.64,659,710,678,0,0,0
2021-12-08 16:03:08,23.7,74.7,32.64,659,737,675,0,0,0
2021-12-08 16:03:18,23.7,74.7,32.75,632,748,670,0,0,0
2021-12-08 16:03:29,23.7,74.6,32.86,657,736,677,0,0,0
2021-12-08 16:03:39,23.6,74.5,32.95,658,706,667,0,0,0
2021-12-08 16:03:50,23.6,74.5,32.93,662,715,672,0,0,0
2021-12-08 16:04:00,23.6,74.5,32.97,660,715,671,0,0,0
2021-12-08 16:04:11,23.5,74.3,32.81,660,718,690,0,0,0
2021-12-08 16:04:21,23.5,74.3,33.10,3936,721,666,0,0,0
2021-12-08 16:04:31,23.5,74.2,33.02,658,733,651,0,0,0
2021-12-08 16:04:42,23.4,74.2,33.00,3940,744,668,0,0,0
2021-12-08 16:04:52,23.4,74.1,33.12,659,726,667,0,0,0
2021-12-08 16:05:03,23.4,74.1,33.20,660,701,681,0,0,0
2021-12-08 16:05:13,23.4,74.1,33.11,661,724,669,0,0,0
2021-12-08 16:05:24,23.4,74.1,33.31,662,717,669,0,0,0
2021-12-08 16:05:34,23.3,74.0,33.29,660,716,693,0,0,0
2021-12-08 16:05:45,23.4,74.0,33.42,659,737,693,0,0,0
